question_id,description,topic,detailed_solution,option_id,option_description,is_correct,predicted_difficulty
1855,Intercalated discs are the communication junctions between the cells of,structural organisation in animals ,"**Intercalated discs** are the communication junctions between the cells of cardiac muscles. They allow for the rapid and coordinated contraction of the heart.

* **Structure:** Intercalated discs are complex structures that consist of several different types of junctions, including gap junctions, desmosomes, and fascia adherens. Gap junctions allow for the electrical coupling of adjacent cells, while desmosomes and fascia adherens provide mechanical support and prevent the cells from pulling apart.
* **Function:** The main function of intercalated discs is to allow for the rapid and coordinated contraction of the heart. When an electrical impulse reaches a cardiac muscle cell, it travels through the intercalated discs to adjacent cells. This causes all of the cells in the heart to contract at the same time, which pumps blood out of the heart and into the body.

**Additional context:**

* Intercalated discs are only found in cardiac muscle cells.
* The structure of intercalated discs is unique to cardiac muscle cells and is essential for the proper function of the heart.
* Intercalated discs are a target for a number of drugs, including calcium channel blockers and beta-blockers. These drugs can affect the function of intercalated discs and can therefore be used to treat a variety of heart conditions.",7435,adipose tissue,FALSE,easy
1855,Intercalated discs are the communication junctions between the cells of,structural organisation in animals ,"**Intercalated discs** are the communication junctions between the cells of cardiac muscles. They allow for the rapid and coordinated contraction of the heart.

* **Structure:** Intercalated discs are complex structures that consist of several different types of junctions, including gap junctions, desmosomes, and fascia adherens. Gap junctions allow for the electrical coupling of adjacent cells, while desmosomes and fascia adherens provide mechanical support and prevent the cells from pulling apart.
* **Function:** The main function of intercalated discs is to allow for the rapid and coordinated contraction of the heart. When an electrical impulse reaches a cardiac muscle cell, it travels through the intercalated discs to adjacent cells. This causes all of the cells in the heart to contract at the same time, which pumps blood out of the heart and into the body.

**Additional context:**

* Intercalated discs are only found in cardiac muscle cells.
* The structure of intercalated discs is unique to cardiac muscle cells and is essential for the proper function of the heart.
* Intercalated discs are a target for a number of drugs, including calcium channel blockers and beta-blockers. These drugs can affect the function of intercalated discs and can therefore be used to treat a variety of heart conditions.",7436,nerve and striated muscles,FALSE,easy
1856,Smooth muscles are _______.,structural organisation in animals ,"**Explanation:**

Smooth muscles are involuntary muscles, meaning they are not under conscious control. They are found in the walls of internal organs, such as the stomach, intestines, and blood vessels. Smooth muscles are spindle-shaped, uninucleated, and tapering.

**Additional Context:**

* Smooth muscles contract slowly and rhythmically.
* They are responsible for involuntary movements, such as digestion, blood flow regulation, and childbirth.
* Smooth muscles are innervated by the autonomic nervous system.

**How to Use This Information to Answer Similar Questions:**

To answer similar questions, students should remember the key characteristics of smooth muscles:

* Involuntary
* Spindle-shaped
* Uninucleated
* Tapering

These characteristics can be used to differentiate smooth muscles from other types of muscles, such as skeletal and cardiac muscles.",7437,"voluntary, branched, uninucleate",FALSE,medium
1856,Smooth muscles are _______.,structural organisation in animals ,"**Explanation:**

Smooth muscles are involuntary muscles, meaning they are not under conscious control. They are found in the walls of internal organs, such as the stomach, intestines, and blood vessels. Smooth muscles are spindle-shaped, uninucleated, and tapering.

**Additional Context:**

* Smooth muscles contract slowly and rhythmically.
* They are responsible for involuntary movements, such as digestion, blood flow regulation, and childbirth.
* Smooth muscles are innervated by the autonomic nervous system.

**How to Use This Information to Answer Similar Questions:**

To answer similar questions, students should remember the key characteristics of smooth muscles:

* Involuntary
* Spindle-shaped
* Uninucleated
* Tapering

These characteristics can be used to differentiate smooth muscles from other types of muscles, such as skeletal and cardiac muscles.",7438,"voluntary, multinucleate, cylindrical",FALSE,medium
1856,Smooth muscles are _______.,structural organisation in animals ,"**Explanation:**

Smooth muscles are involuntary muscles, meaning they are not under conscious control. They are found in the walls of internal organs, such as the stomach, intestines, and blood vessels. Smooth muscles are spindle-shaped, uninucleated, and tapering.

**Additional Context:**

* Smooth muscles contract slowly and rhythmically.
* They are responsible for involuntary movements, such as digestion, blood flow regulation, and childbirth.
* Smooth muscles are innervated by the autonomic nervous system.

**How to Use This Information to Answer Similar Questions:**

To answer similar questions, students should remember the key characteristics of smooth muscles:

* Involuntary
* Spindle-shaped
* Uninucleated
* Tapering

These characteristics can be used to differentiate smooth muscles from other types of muscles, such as skeletal and cardiac muscles.",7439,"involuntary, cylindrical, multinucleate",FALSE,medium
1856,Smooth muscles are _______.,structural organisation in animals ,"**Explanation:**

Smooth muscles are involuntary muscles, meaning they are not under conscious control. They are found in the walls of internal organs, such as the stomach, intestines, and blood vessels. Smooth muscles are spindle-shaped, uninucleated, and tapering.

**Additional Context:**

* Smooth muscles contract slowly and rhythmically.
* They are responsible for involuntary movements, such as digestion, blood flow regulation, and childbirth.
* Smooth muscles are innervated by the autonomic nervous system.

**How to Use This Information to Answer Similar Questions:**

To answer similar questions, students should remember the key characteristics of smooth muscles:

* Involuntary
* Spindle-shaped
* Uninucleated
* Tapering

These characteristics can be used to differentiate smooth muscles from other types of muscles, such as skeletal and cardiac muscles.",7440,"involuntary, spindle shaped, uninucleated, tapering",TRUE,medium
1857,Which of the following statement(s) is/are correct about muscle tissue?,structural organisation in animals ,"**Explanation:**

Muscle tissue is one of the four primary tissue types in animals. It is responsible for movement and maintaining posture. There are three types of muscle tissue:

**1. Skeletal muscle:**
* Attached to bones and responsible for voluntary movement.
* Striated, meaning it has visible bands of actin and myosin filaments.
* Multinucleated, with many nuclei per cell.

**2. Smooth muscle:**
* Found in internal organs, blood vessels, and airways.
* Not striated, appearing smooth under the microscope.
* Mononucleated, with a single nucleus per cell.

**3. Cardiac muscle:**
* Found only in the heart.
* Striated, but with unique intercalated discs that connect cells and allow for synchronized contractions.
* Mononucleated, with a single nucleus per cell.

**All of the given statements are correct about muscle tissue:**

* **Striations:** Skeletal and cardiac muscle are striated, while smooth muscle is not.
* **Multinucleation:** Skeletal muscle is multinucleated, while smooth and cardiac muscle are mononucleated.
* **Controlled movement:** Skeletal muscle allows for voluntary movement, while smooth and cardiac muscle control involuntary movements.
* **Excitability:** Muscle tissue is excitable, meaning it can respond to stimuli and contract.
* **Contractility:** Muscle tissue has the ability to shorten or contract in response to a stimulus.

Therefore, the correct answer is ""All of the above.""",7441,"Each muscle is made of many long, cylindrical fibres arranged in parallel arrays.",FALSE,medium
1857,Which of the following statement(s) is/are correct about muscle tissue?,structural organisation in animals ,"**Explanation:**

Muscle tissue is one of the four primary tissue types in animals. It is responsible for movement and maintaining posture. There are three types of muscle tissue:

**1. Skeletal muscle:**
* Attached to bones and responsible for voluntary movement.
* Striated, meaning it has visible bands of actin and myosin filaments.
* Multinucleated, with many nuclei per cell.

**2. Smooth muscle:**
* Found in internal organs, blood vessels, and airways.
* Not striated, appearing smooth under the microscope.
* Mononucleated, with a single nucleus per cell.

**3. Cardiac muscle:**
* Found only in the heart.
* Striated, but with unique intercalated discs that connect cells and allow for synchronized contractions.
* Mononucleated, with a single nucleus per cell.

**All of the given statements are correct about muscle tissue:**

* **Striations:** Skeletal and cardiac muscle are striated, while smooth muscle is not.
* **Multinucleation:** Skeletal muscle is multinucleated, while smooth and cardiac muscle are mononucleated.
* **Controlled movement:** Skeletal muscle allows for voluntary movement, while smooth and cardiac muscle control involuntary movements.
* **Excitability:** Muscle tissue is excitable, meaning it can respond to stimuli and contract.
* **Contractility:** Muscle tissue has the ability to shorten or contract in response to a stimulus.

Therefore, the correct answer is ""All of the above.""",7442,"Muscle fibres contract (shorten) in response to stimulation, then relax (lengthen) and return to their uncontracted state in a coordinated fashion",FALSE,medium
1857,Which of the following statement(s) is/are correct about muscle tissue?,structural organisation in animals ,"**Explanation:**

Muscle tissue is one of the four primary tissue types in animals. It is responsible for movement and maintaining posture. There are three types of muscle tissue:

**1. Skeletal muscle:**
* Attached to bones and responsible for voluntary movement.
* Striated, meaning it has visible bands of actin and myosin filaments.
* Multinucleated, with many nuclei per cell.

**2. Smooth muscle:**
* Found in internal organs, blood vessels, and airways.
* Not striated, appearing smooth under the microscope.
* Mononucleated, with a single nucleus per cell.

**3. Cardiac muscle:**
* Found only in the heart.
* Striated, but with unique intercalated discs that connect cells and allow for synchronized contractions.
* Mononucleated, with a single nucleus per cell.

**All of the given statements are correct about muscle tissue:**

* **Striations:** Skeletal and cardiac muscle are striated, while smooth muscle is not.
* **Multinucleation:** Skeletal muscle is multinucleated, while smooth and cardiac muscle are mononucleated.
* **Controlled movement:** Skeletal muscle allows for voluntary movement, while smooth and cardiac muscle control involuntary movements.
* **Excitability:** Muscle tissue is excitable, meaning it can respond to stimuli and contract.
* **Contractility:** Muscle tissue has the ability to shorten or contract in response to a stimulus.

Therefore, the correct answer is ""All of the above.""",7443,Muscles play an active role in all movements of the body,FALSE,medium
1857,Which of the following statement(s) is/are correct about muscle tissue?,structural organisation in animals ,"**Explanation:**

Muscle tissue is one of the four primary tissue types in animals. It is responsible for movement and maintaining posture. There are three types of muscle tissue:

**1. Skeletal muscle:**
* Attached to bones and responsible for voluntary movement.
* Striated, meaning it has visible bands of actin and myosin filaments.
* Multinucleated, with many nuclei per cell.

**2. Smooth muscle:**
* Found in internal organs, blood vessels, and airways.
* Not striated, appearing smooth under the microscope.
* Mononucleated, with a single nucleus per cell.

**3. Cardiac muscle:**
* Found only in the heart.
* Striated, but with unique intercalated discs that connect cells and allow for synchronized contractions.
* Mononucleated, with a single nucleus per cell.

**All of the given statements are correct about muscle tissue:**

* **Striations:** Skeletal and cardiac muscle are striated, while smooth muscle is not.
* **Multinucleation:** Skeletal muscle is multinucleated, while smooth and cardiac muscle are mononucleated.
* **Controlled movement:** Skeletal muscle allows for voluntary movement, while smooth and cardiac muscle control involuntary movements.
* **Excitability:** Muscle tissue is excitable, meaning it can respond to stimuli and contract.
* **Contractility:** Muscle tissue has the ability to shorten or contract in response to a stimulus.

Therefore, the correct answer is ""All of the above.""",7444,All of the above,TRUE,medium
1858,Three essential components of most neurons are,structural organisation in animals ,"**Explanation:**

Neurons are the basic functional units of the nervous system. They are composed of three main components:

1. **Cell body (Soma):** The cell body is the metabolic center of the neuron. It contains the nucleus, which carries the cell's genetic material, and organelles like mitochondria, Golgi apparatus, and endoplasmic reticulum.

2. **Dendrites:** Dendrites are branched extensions of the cell body that receive signals from other neurons. They are responsible for collecting information from the environment and transmitting it to the cell body.

3. **Axon:** The axon is a long, thin projection of the cell body that carries signals away from the neuron. It is covered by a myelin sheath, which insulates the axon and speeds up the transmission of signals.

Additional context:

* Neurons are specialized cells that communicate with each other through electrical and chemical signals.
* The structure of a neuron is adapted to its function.
* The cell body integrates incoming signals and initiates the output signal.
* Dendrites increase the surface area of the neuron, allowing it to receive a large number of signals.
* The axon ensures rapid and efficient transmission of signals over long distances.",7445,"simple epithelium, extracellular matrix and nerves.",FALSE,medium
1858,Three essential components of most neurons are,structural organisation in animals ,"**Explanation:**

Neurons are the basic functional units of the nervous system. They are composed of three main components:

1. **Cell body (Soma):** The cell body is the metabolic center of the neuron. It contains the nucleus, which carries the cell's genetic material, and organelles like mitochondria, Golgi apparatus, and endoplasmic reticulum.

2. **Dendrites:** Dendrites are branched extensions of the cell body that receive signals from other neurons. They are responsible for collecting information from the environment and transmitting it to the cell body.

3. **Axon:** The axon is a long, thin projection of the cell body that carries signals away from the neuron. It is covered by a myelin sheath, which insulates the axon and speeds up the transmission of signals.

Additional context:

* Neurons are specialized cells that communicate with each other through electrical and chemical signals.
* The structure of a neuron is adapted to its function.
* The cell body integrates incoming signals and initiates the output signal.
* Dendrites increase the surface area of the neuron, allowing it to receive a large number of signals.
* The axon ensures rapid and efficient transmission of signals over long distances.",7446,"axon, dendrites and cell body.",TRUE,medium
1858,Three essential components of most neurons are,structural organisation in animals ,"**Explanation:**

Neurons are the basic functional units of the nervous system. They are composed of three main components:

1. **Cell body (Soma):** The cell body is the metabolic center of the neuron. It contains the nucleus, which carries the cell's genetic material, and organelles like mitochondria, Golgi apparatus, and endoplasmic reticulum.

2. **Dendrites:** Dendrites are branched extensions of the cell body that receive signals from other neurons. They are responsible for collecting information from the environment and transmitting it to the cell body.

3. **Axon:** The axon is a long, thin projection of the cell body that carries signals away from the neuron. It is covered by a myelin sheath, which insulates the axon and speeds up the transmission of signals.

Additional context:

* Neurons are specialized cells that communicate with each other through electrical and chemical signals.
* The structure of a neuron is adapted to its function.
* The cell body integrates incoming signals and initiates the output signal.
* Dendrites increase the surface area of the neuron, allowing it to receive a large number of signals.
* The axon ensures rapid and efficient transmission of signals over long distances.",7447,"nerve cells, synapse and neuroglia.",FALSE,medium
1858,Three essential components of most neurons are,structural organisation in animals ,"**Explanation:**

Neurons are the basic functional units of the nervous system. They are composed of three main components:

1. **Cell body (Soma):** The cell body is the metabolic center of the neuron. It contains the nucleus, which carries the cell's genetic material, and organelles like mitochondria, Golgi apparatus, and endoplasmic reticulum.

2. **Dendrites:** Dendrites are branched extensions of the cell body that receive signals from other neurons. They are responsible for collecting information from the environment and transmitting it to the cell body.

3. **Axon:** The axon is a long, thin projection of the cell body that carries signals away from the neuron. It is covered by a myelin sheath, which insulates the axon and speeds up the transmission of signals.

Additional context:

* Neurons are specialized cells that communicate with each other through electrical and chemical signals.
* The structure of a neuron is adapted to its function.
* The cell body integrates incoming signals and initiates the output signal.
* Dendrites increase the surface area of the neuron, allowing it to receive a large number of signals.
* The axon ensures rapid and efficient transmission of signals over long distances.",7448,"mylein sheeth, node of Ranvier and Schwann cells",FALSE,medium
1859,Neuroglia are,structural organisation in animals ,"**Explanation:**

Neuroglia are supporting cells of neural tissue. They do not participate in the transmission of nerve impulses. They provide structural support and protection to neurons. They also help in the maintenance of the neural environment.

**Additional context:**

* Neuroglia are also known as glial cells.
* They are divided into two main types:
    * Macroglia: These include astrocytes, oligodendrocytes, and ependymal cells.
    * Microglia: These are phagocytic cells that remove debris and pathogens from the neural tissue.
* Neuroglia play a crucial role in the development, function, and repair of the nervous system.",7449,excitable cells of neural tissue.,FALSE,medium
1859,Neuroglia are,structural organisation in animals ,"**Explanation:**

Neuroglia are supporting cells of neural tissue. They do not participate in the transmission of nerve impulses. They provide structural support and protection to neurons. They also help in the maintenance of the neural environment.

**Additional context:**

* Neuroglia are also known as glial cells.
* They are divided into two main types:
    * Macroglia: These include astrocytes, oligodendrocytes, and ependymal cells.
    * Microglia: These are phagocytic cells that remove debris and pathogens from the neural tissue.
* Neuroglia play a crucial role in the development, function, and repair of the nervous system.",7450,supporting and non-protecting cells of neural tissue,TRUE,medium
1859,Neuroglia are,structural organisation in animals ,"**Explanation:**

Neuroglia are supporting cells of neural tissue. They do not participate in the transmission of nerve impulses. They provide structural support and protection to neurons. They also help in the maintenance of the neural environment.

**Additional context:**

* Neuroglia are also known as glial cells.
* They are divided into two main types:
    * Macroglia: These include astrocytes, oligodendrocytes, and ependymal cells.
    * Microglia: These are phagocytic cells that remove debris and pathogens from the neural tissue.
* Neuroglia play a crucial role in the development, function, and repair of the nervous system.",7451,two to three times in volume of neural tissue,FALSE,medium
1859,Neuroglia are,structural organisation in animals ,"**Explanation:**

Neuroglia are supporting cells of neural tissue. They do not participate in the transmission of nerve impulses. They provide structural support and protection to neurons. They also help in the maintenance of the neural environment.

**Additional context:**

* Neuroglia are also known as glial cells.
* They are divided into two main types:
    * Macroglia: These include astrocytes, oligodendrocytes, and ependymal cells.
    * Microglia: These are phagocytic cells that remove debris and pathogens from the neural tissue.
* Neuroglia play a crucial role in the development, function, and repair of the nervous system.",7452,protective and excitable cells of neural tissue,FALSE,medium
1860,Nervous tissue cells that play several supporting roles but do not transmit impulses are called,structural organisation in animals ,"**Explanation:**

**Nervous tissue** is composed of two main types of cells: neurons and neuroglia.

* **Neurons** are the functional units of the nervous system and transmit electrical impulses.

* **Neuroglia** (also called glial cells) are supporting cells that play several important roles but do not transmit impulses themselves.

**Functions of Neuroglia:**

* **Support and insulation:** Glial cells provide structural support and insulation to neurons, allowing them to function properly.
* **Nutrient supply:** Glial cells help in the transport of nutrients and oxygen to neurons.
* **Waste removal:** Glial cells remove waste products from the nervous tissue.
* **Myelination:** Schwann cells and oligodendrocytes form myelin sheaths around the axons of neurons, which speeds up the transmission of electrical impulses.
* **Phagocytosis:** Microglial cells act as phagocytes, removing damaged or dead neurons and debris from the nervous tissue.

Therefore, the correct answer is **glial cells**.",7453,glial cells,TRUE,medium
1860,Nervous tissue cells that play several supporting roles but do not transmit impulses are called,structural organisation in animals ,"**Explanation:**

**Nervous tissue** is composed of two main types of cells: neurons and neuroglia.

* **Neurons** are the functional units of the nervous system and transmit electrical impulses.

* **Neuroglia** (also called glial cells) are supporting cells that play several important roles but do not transmit impulses themselves.

**Functions of Neuroglia:**

* **Support and insulation:** Glial cells provide structural support and insulation to neurons, allowing them to function properly.
* **Nutrient supply:** Glial cells help in the transport of nutrients and oxygen to neurons.
* **Waste removal:** Glial cells remove waste products from the nervous tissue.
* **Myelination:** Schwann cells and oligodendrocytes form myelin sheaths around the axons of neurons, which speeds up the transmission of electrical impulses.
* **Phagocytosis:** Microglial cells act as phagocytes, removing damaged or dead neurons and debris from the nervous tissue.

Therefore, the correct answer is **glial cells**.",7454,dendrites,FALSE,medium
1860,Nervous tissue cells that play several supporting roles but do not transmit impulses are called,structural organisation in animals ,"**Explanation:**

**Nervous tissue** is composed of two main types of cells: neurons and neuroglia.

* **Neurons** are the functional units of the nervous system and transmit electrical impulses.

* **Neuroglia** (also called glial cells) are supporting cells that play several important roles but do not transmit impulses themselves.

**Functions of Neuroglia:**

* **Support and insulation:** Glial cells provide structural support and insulation to neurons, allowing them to function properly.
* **Nutrient supply:** Glial cells help in the transport of nutrients and oxygen to neurons.
* **Waste removal:** Glial cells remove waste products from the nervous tissue.
* **Myelination:** Schwann cells and oligodendrocytes form myelin sheaths around the axons of neurons, which speeds up the transmission of electrical impulses.
* **Phagocytosis:** Microglial cells act as phagocytes, removing damaged or dead neurons and debris from the nervous tissue.

Therefore, the correct answer is **glial cells**.",7455,nerve cells,FALSE,medium
1860,Nervous tissue cells that play several supporting roles but do not transmit impulses are called,structural organisation in animals ,"**Explanation:**

**Nervous tissue** is composed of two main types of cells: neurons and neuroglia.

* **Neurons** are the functional units of the nervous system and transmit electrical impulses.

* **Neuroglia** (also called glial cells) are supporting cells that play several important roles but do not transmit impulses themselves.

**Functions of Neuroglia:**

* **Support and insulation:** Glial cells provide structural support and insulation to neurons, allowing them to function properly.
* **Nutrient supply:** Glial cells help in the transport of nutrients and oxygen to neurons.
* **Waste removal:** Glial cells remove waste products from the nervous tissue.
* **Myelination:** Schwann cells and oligodendrocytes form myelin sheaths around the axons of neurons, which speeds up the transmission of electrical impulses.
* **Phagocytosis:** Microglial cells act as phagocytes, removing damaged or dead neurons and debris from the nervous tissue.

Therefore, the correct answer is **glial cells**.",7456,neurons,FALSE,medium
1861,Which of the following statements Is not correct regarding neural tissue ?,structural organisation in animals ,"The statement ""Chondrocytes, the unit of neural system are excitable cells"" is not true. 

**Explanation**

Neural tissue is a type of tissue that makes up the nervous system. The unit of neural tissue is the neuron, which is a specialized cell that is capable of transmitting electrical signals throughout the body. Chondrocytes, on the other hand, are cells that make up cartilage, which is a type of connective tissue. Chondrocytes are not excitable cells, and they do not play a role in the transmission of electrical signals.

Here is a breakdown of the other statements in the question:

**A). Neurons are the structural and functional unit of the nervous system**
- This is true. Neurons are the basic building blocks of the nervous system, and they are responsible for transmitting electrical signals throughout the body.
**B). Neuroglia provide structural and nutritional support to the neurons**
- This is also true. Neuroglia are cells that provide support and protection to the neurons. They help to keep the neurons in place, and they also provide them with nutrients and oxygen.
**C). Nervous tissue is found only in the brain and spinal cord**
- This is not true. Nervous tissue is found throughout the body, including in the peripheral nerves, which are responsible for transmitting signals to and from the brain and spinal cord.",7457,it exerts the greatest control over the body's responsiveness to changing conditions.,FALSE,medium
1861,Which of the following statements Is not correct regarding neural tissue ?,structural organisation in animals ,"The statement ""Chondrocytes, the unit of neural system are excitable cells"" is not true. 

**Explanation**

Neural tissue is a type of tissue that makes up the nervous system. The unit of neural tissue is the neuron, which is a specialized cell that is capable of transmitting electrical signals throughout the body. Chondrocytes, on the other hand, are cells that make up cartilage, which is a type of connective tissue. Chondrocytes are not excitable cells, and they do not play a role in the transmission of electrical signals.

Here is a breakdown of the other statements in the question:

**A). Neurons are the structural and functional unit of the nervous system**
- This is true. Neurons are the basic building blocks of the nervous system, and they are responsible for transmitting electrical signals throughout the body.
**B). Neuroglia provide structural and nutritional support to the neurons**
- This is also true. Neuroglia are cells that provide support and protection to the neurons. They help to keep the neurons in place, and they also provide them with nutrients and oxygen.
**C). Nervous tissue is found only in the brain and spinal cord**
- This is not true. Nervous tissue is found throughout the body, including in the peripheral nerves, which are responsible for transmitting signals to and from the brain and spinal cord.",7458,"Chondrocytes, the unit of neural system are excitable cells.",TRUE,medium
1861,Which of the following statements Is not correct regarding neural tissue ?,structural organisation in animals ,"The statement ""Chondrocytes, the unit of neural system are excitable cells"" is not true. 

**Explanation**

Neural tissue is a type of tissue that makes up the nervous system. The unit of neural tissue is the neuron, which is a specialized cell that is capable of transmitting electrical signals throughout the body. Chondrocytes, on the other hand, are cells that make up cartilage, which is a type of connective tissue. Chondrocytes are not excitable cells, and they do not play a role in the transmission of electrical signals.

Here is a breakdown of the other statements in the question:

**A). Neurons are the structural and functional unit of the nervous system**
- This is true. Neurons are the basic building blocks of the nervous system, and they are responsible for transmitting electrical signals throughout the body.
**B). Neuroglia provide structural and nutritional support to the neurons**
- This is also true. Neuroglia are cells that provide support and protection to the neurons. They help to keep the neurons in place, and they also provide them with nutrients and oxygen.
**C). Nervous tissue is found only in the brain and spinal cord**
- This is not true. Nervous tissue is found throughout the body, including in the peripheral nerves, which are responsible for transmitting signals to and from the brain and spinal cord.",7459,Neuroglial cells protect and support neurons.,FALSE,medium
1861,Which of the following statements Is not correct regarding neural tissue ?,structural organisation in animals ,"The statement ""Chondrocytes, the unit of neural system are excitable cells"" is not true. 

**Explanation**

Neural tissue is a type of tissue that makes up the nervous system. The unit of neural tissue is the neuron, which is a specialized cell that is capable of transmitting electrical signals throughout the body. Chondrocytes, on the other hand, are cells that make up cartilage, which is a type of connective tissue. Chondrocytes are not excitable cells, and they do not play a role in the transmission of electrical signals.

Here is a breakdown of the other statements in the question:

**A). Neurons are the structural and functional unit of the nervous system**
- This is true. Neurons are the basic building blocks of the nervous system, and they are responsible for transmitting electrical signals throughout the body.
**B). Neuroglia provide structural and nutritional support to the neurons**
- This is also true. Neuroglia are cells that provide support and protection to the neurons. They help to keep the neurons in place, and they also provide them with nutrients and oxygen.
**C). Nervous tissue is found only in the brain and spinal cord**
- This is not true. Nervous tissue is found throughout the body, including in the peripheral nerves, which are responsible for transmitting signals to and from the brain and spinal cord.",7460,"When a neuron is suitably stimulated, an electrical disturbance is generated.",FALSE,medium
1862,The secretions of endocrine glands are released directly,structural organisation in animals ,,7461,into the skin surface,FALSE,medium
1862,The secretions of endocrine glands are released directly,structural organisation in animals ,,7462,into the blood stream,TRUE,medium
1862,The secretions of endocrine glands are released directly,structural organisation in animals ,,7463,into a gland duct,FALSE,medium
1862,The secretions of endocrine glands are released directly,structural organisation in animals ,,7464,into the brain tissue,FALSE,medium
1863,Mast cells are associated with,structural organisation in animals ,"**Mast cells** are a type of white blood cell that is found in connective tissue. They are associated with **areolar connective tissue**, which is a loose, irregularly arranged type of connective tissue that is found in many parts of the body, such as the dermis of the skin and the submucosa of the digestive tract. Mast cells are important for the body's immune response, as they release histamine and other inflammatory mediators when they are activated.

Here are some additional details about mast cells and areolar connective tissue:

* Mast cells are derived from stem cells in the bone marrow. They circulate in the blood and then migrate to tissues where they are needed.
* Areolar connective tissue is a type of loose connective tissue that is characterized by its loose, irregular arrangement of collagen fibers. It is found in many parts of the body, such as the dermis of the skin, the submucosa of the digestive tract, and the stroma of organs.
* Mast cells are activated by a variety of stimuli, including allergens, cytokines, and physical trauma. When they are activated, they release histamine and other inflammatory mediators, which cause blood vessels to dilate and become more permeable. This leads to increased blood flow and the accumulation of fluid and white blood cells in the affected area.
* Mast cells play an important role in the body's immune response. They are involved in both innate immunity and adaptive immunity. In innate immunity, mast cells release histamine and other inflammatory mediators that help to recruit other immune cells to the site of infection. In adaptive immunity, mast cells present antigens to T cells, which helps to activate the adaptive immune response.

Overall, mast cells are important cells that play a key role in the body's immune response. They are associated with areolar connective tissue, which is a type of loose connective tissue that is found in many parts of the body.",7465,exocrine glands,FALSE,medium
1863,Mast cells are associated with,structural organisation in animals ,"**Mast cells** are a type of white blood cell that is found in connective tissue. They are associated with **areolar connective tissue**, which is a loose, irregularly arranged type of connective tissue that is found in many parts of the body, such as the dermis of the skin and the submucosa of the digestive tract. Mast cells are important for the body's immune response, as they release histamine and other inflammatory mediators when they are activated.

Here are some additional details about mast cells and areolar connective tissue:

* Mast cells are derived from stem cells in the bone marrow. They circulate in the blood and then migrate to tissues where they are needed.
* Areolar connective tissue is a type of loose connective tissue that is characterized by its loose, irregular arrangement of collagen fibers. It is found in many parts of the body, such as the dermis of the skin, the submucosa of the digestive tract, and the stroma of organs.
* Mast cells are activated by a variety of stimuli, including allergens, cytokines, and physical trauma. When they are activated, they release histamine and other inflammatory mediators, which cause blood vessels to dilate and become more permeable. This leads to increased blood flow and the accumulation of fluid and white blood cells in the affected area.
* Mast cells play an important role in the body's immune response. They are involved in both innate immunity and adaptive immunity. In innate immunity, mast cells release histamine and other inflammatory mediators that help to recruit other immune cells to the site of infection. In adaptive immunity, mast cells present antigens to T cells, which helps to activate the adaptive immune response.

Overall, mast cells are important cells that play a key role in the body's immune response. They are associated with areolar connective tissue, which is a type of loose connective tissue that is found in many parts of the body.",7466,endocrine glands,FALSE,medium
1863,Mast cells are associated with,structural organisation in animals ,"**Mast cells** are a type of white blood cell that is found in connective tissue. They are associated with **areolar connective tissue**, which is a loose, irregularly arranged type of connective tissue that is found in many parts of the body, such as the dermis of the skin and the submucosa of the digestive tract. Mast cells are important for the body's immune response, as they release histamine and other inflammatory mediators when they are activated.

Here are some additional details about mast cells and areolar connective tissue:

* Mast cells are derived from stem cells in the bone marrow. They circulate in the blood and then migrate to tissues where they are needed.
* Areolar connective tissue is a type of loose connective tissue that is characterized by its loose, irregular arrangement of collagen fibers. It is found in many parts of the body, such as the dermis of the skin, the submucosa of the digestive tract, and the stroma of organs.
* Mast cells are activated by a variety of stimuli, including allergens, cytokines, and physical trauma. When they are activated, they release histamine and other inflammatory mediators, which cause blood vessels to dilate and become more permeable. This leads to increased blood flow and the accumulation of fluid and white blood cells in the affected area.
* Mast cells play an important role in the body's immune response. They are involved in both innate immunity and adaptive immunity. In innate immunity, mast cells release histamine and other inflammatory mediators that help to recruit other immune cells to the site of infection. In adaptive immunity, mast cells present antigens to T cells, which helps to activate the adaptive immune response.

Overall, mast cells are important cells that play a key role in the body's immune response. They are associated with areolar connective tissue, which is a type of loose connective tissue that is found in many parts of the body.",7467,areolar connective tissue,TRUE,medium
